"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
902,32.8,32.8,67.2,"Langnau im Emmental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
903,19.2,19.2,80.8,"Lauperswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
904,12.7,12.7,87.3,"Röthenbach im Emmental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
905,17.4,17.4,82.6,"Rüderswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
906,8.1,8.1,91.9,"Schangnau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
907,21.9,21.9,78.1,"Signau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
908,26.4,26.4,73.6,"Trub BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
909,33.9,33.9,66.1,"Trubschachen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
921,22.5,22.5,77.5,"Amsoldingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
922,20.9,20.9,79.1,"Blumenstein BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
923,13.1,13.1,86.9,"Buchholterberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
924,16.5,16.5,83.5,"Eriz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
925,22.5,22.5,77.5,"Fahrni BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
927,38.1,38.1,61.9,"Heiligenschwendi BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
928,22.1,22.1,77.9,"Heimberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
929,30.7,30.7,69.3,"Hilterfingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
931,19.5,19.5,80.5,"Homberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
932,13.6,13.6,86.4,"Horrenbach-Buchen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
934,25.3,25.3,74.7,"Oberhofen am Thunersee BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
935,14.3,14.3,85.7,"Oberlangenegg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
936,11.1,11.1,88.9,"Pohlern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
938,21.1,21.1,78.9,"Sigriswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
939,26.5,26.5,73.5,"Steffisburg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
940,14.5,14.5,85.5,"Teuffenthal BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
941,21.4,21.4,78.6,"Thierachern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
942,32.5,32.5,67.5,"Thun BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
943,21.5,21.5,78.5,"Uebeschi BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
944,20.1,20.1,79.9,"Uetendorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
945,22.5,22.5,77.5,"Unterlangenegg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
946,9.1,9.1,90.9,"Wachseldorn BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
947,19.7,19.7,80.3,"Zwieselberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
948,17.6,17.6,82.4,"Forst-Längenbühl BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
951,16.3,16.3,83.7,"Affoltern im Emmental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
952,19.8,19.8,80.2,"Dürrenroth BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
953,15.9,15.9,84.1,"Eriswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
954,20,20,80,"Huttwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
955,20.5,20.5,79.5,"Lützelflüh BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
956,18.9,18.9,81.1,"Rüegsau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
957,20.4,20.4,79.6,"Sumiswald BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
958,18,18,82,"Trachselwald BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
959,16.2,16.2,83.8,"Walterswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
960,15.1,15.1,84.9,"Wyssachen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
971,19.5,19.5,80.5,"Attiswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
972,3.8,3.8,96.2,"Berken BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
973,23.4,23.4,76.6,"Bettenhausen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
975,22.2,22.2,77.8,"Farnern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
976,22.5,22.5,77.5,"Graben BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
977,15.2,15.2,84.8,"Heimenhausen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
979,26.4,26.4,73.6,"Herzogenbuchsee BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
980,15.4,15.4,84.6,"Inkwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
981,16.5,16.5,83.5,"Niederbipp BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
982,23.4,23.4,76.6,"Niederönz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
983,19.7,19.7,80.3,"Oberbipp BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
985,20.8,20.8,79.2,"Ochlenberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
987,23.4,23.4,76.6,"Rumisberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
988,21.1,21.1,78.9,"Seeberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
989,16,16,84,"Thörigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
990,11.5,11.5,88.5,"Walliswil bei Niederbipp BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
991,20,20,80,"Walliswil bei Wangen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
992,19.7,19.7,80.3,"Wangen an der Aare BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
993,20.3,20.3,79.7,"Wangenried BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
995,24,24,76,"Wiedlisbach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
