"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
4256,71.6,71.6,28.4,"Obermumpf AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4257,84.2,84.2,15.8,"Olsberg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4258,82.4,82.4,17.6,"Rheinfelden AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4259,75.3,75.3,24.7,"Schupfart AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4260,77.1,77.1,22.9,"Stein AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4261,77,77,23,"Wallbach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4262,68,68,32,"Wegenstetten AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4263,80.4,80.4,19.6,"Zeiningen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4264,78.9,78.9,21.1,"Zuzgen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4271,75.3,75.3,24.7,"Aarburg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4273,71.6,71.6,28.4,"Bottenwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4274,73.4,73.4,26.6,"Brittnau AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4275,69.3,69.3,30.7,"Kirchleerau AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4276,68.6,68.6,31.4,"Kölliken AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4277,68.9,68.9,31.1,"Moosleerau AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4279,73.2,73.2,26.8,"Murgenthal AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4280,73.2,73.2,26.8,"Oftringen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4281,67.2,67.2,32.8,"Reitnau AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4282,73.5,73.5,26.5,"Rothrist AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4283,75.9,75.9,24.1,"Safenwil AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4284,66.8,66.8,33.2,"Staffelbach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4285,75.2,75.2,24.8,"Strengelbach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4286,64.2,64.2,35.8,"Uerkheim AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4287,74.4,74.4,25.6,"Vordemwald AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4288,63.4,63.4,36.6,"Wiliberg AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4289,77.4,77.4,22.6,"Zofingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4303,80.2,80.2,19.8,"Böttstein AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4304,76.7,76.7,23.3,"Döttingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4305,77.3,77.3,22.7,"Endingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4306,80,80,20,"Fisibach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4307,77.8,77.8,22.2,"Full-Reuenthal AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4309,78.4,78.4,21.6,"Klingnau AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4310,72.2,72.2,27.8,"Koblenz AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4311,75.1,75.1,24.9,"Leibstadt AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4312,81.5,81.5,18.5,"Lengnau AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4313,75.5,75.5,24.5,"Leuggern AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4314,85.7,85.7,14.3,"Mellikon AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4318,80.1,80.1,19.9,"Schneisingen AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4319,76.6,76.6,23.4,"Siglistorf AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4320,79.9,79.9,20.1,"Tegerfelden AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4324,77.7,77.7,22.3,"Zurzach AG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
