"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
4831,75.8,75.8,24.2,"Müllheim TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4841,73.2,73.2,26.8,"Pfyn TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4846,56.7,56.7,43.3,"Raperswilen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4851,76.1,76.1,23.9,"Salenstein TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4864,77.1,77.1,22.9,"Steckborn TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4871,73.1,73.1,26.9,"Wagenhausen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4881,67.3,67.3,32.7,"Amlikon-Bissegg TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4891,81.7,81.7,18.3,"Berg TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4901,72.4,72.4,27.6,"Birwinken TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4911,72.8,72.8,27.2,"Bürglen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4921,68.7,68.7,31.3,"Bussnang TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4941,77.1,77.1,22.9,"Märstetten TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4946,79.6,79.6,20.4,"Weinfelden TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
4951,72.6,72.6,27.4,"Wigoltingen TG","Die Resultate dieser Gemeinde sind noch nicht bekannt."
