"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
889,75.1,75.1,24.9,"Thurnen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
901,71,71,29,"Eggiwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
902,74.8,74.8,25.2,"Langnau im Emmental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
903,67,67,33,"Lauperswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
904,74.4,74.4,25.6,"Röthenbach im Emmental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
905,74.9,74.9,25.1,"Rüderswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
906,70.5,70.5,29.5,"Schangnau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
907,72.1,72.1,27.9,"Signau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
908,73.4,73.4,26.6,"Trub BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
909,71.9,71.9,28.1,"Trubschachen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
921,75.5,75.5,24.5,"Amsoldingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
922,68.8,68.8,31.2,"Blumenstein BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
923,85.3,85.3,14.7,"Buchholterberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
924,80.6,80.6,19.4,"Eriz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
925,81.1,81.1,18.9,"Fahrni BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
927,71.4,71.4,28.6,"Heiligenschwendi BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
928,76.6,76.6,23.4,"Heimberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
929,79.5,79.5,20.5,"Hilterfingen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
931,66,66,34,"Homberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
932,62.1,62.1,37.9,"Horrenbach-Buchen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
934,78.5,78.5,21.5,"Oberhofen am Thunersee BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
935,85.6,85.6,14.4,"Oberlangenegg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
936,81.1,81.1,18.9,"Pohlern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
938,73.9,73.9,26.1,"Sigriswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
939,75.8,75.8,24.2,"Steffisburg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
940,70.9,70.9,29.1,"Teuffenthal BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
941,77,77,23,"Thierachern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
942,75.7,75.7,24.3,"Thun BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
943,77,77,23,"Uebeschi BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
944,76.5,76.5,23.5,"Uetendorf BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
945,77.3,77.3,22.7,"Unterlangenegg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
946,62.2,62.2,37.8,"Wachseldorn BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
947,59.8,59.8,40.2,"Zwieselberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
948,67.8,67.8,32.2,"Forst-Längenbühl BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
951,75.9,75.9,24.1,"Affoltern im Emmental BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
952,77.7,77.7,22.3,"Dürrenroth BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
953,74.2,74.2,25.8,"Eriswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
954,73,73,27,"Huttwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
955,75.4,75.4,24.6,"Lützelflüh BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
956,74.5,74.5,25.5,"Rüegsau BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
957,73.2,73.2,26.8,"Sumiswald BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
958,67.7,67.7,32.3,"Trachselwald BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
959,78.5,78.5,21.5,"Walterswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
960,80.1,80.1,19.9,"Wyssachen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
971,73.8,73.8,26.2,"Attiswil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
972,80.8,80.8,19.2,"Berken BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
973,76,76,24,"Bettenhausen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
975,59,59,41,"Farnern BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
976,67.9,67.9,32.1,"Graben BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
977,78.6,78.6,21.4,"Heimenhausen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
979,78.8,78.8,21.2,"Herzogenbuchsee BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
980,80.4,80.4,19.6,"Inkwil BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
981,75,75,25,"Niederbipp BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
982,72.6,72.6,27.4,"Niederönz BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
983,75,75,25,"Oberbipp BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
985,64.3,64.3,35.7,"Ochlenberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
987,69.8,69.8,30.2,"Rumisberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
988,68.8,68.8,31.2,"Seeberg BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
989,75,75,25,"Thörigen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
990,70.5,70.5,29.5,"Walliswil bei Niederbipp BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
991,71.4,71.4,28.6,"Walliswil bei Wangen BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
992,77.2,77.2,22.8,"Wangen an der Aare BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
993,75.9,75.9,24.1,"Wangenried BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
995,76.1,76.1,23.9,"Wiedlisbach BE","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2008,71.5,71.5,28.5,"Châtillon FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2011,77.7,77.7,22.3,"Cugy FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2016,82.8,82.8,17.2,"Fétigny FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2022,74.6,74.6,25.4,"Gletterens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2025,73.3,73.3,26.7,"Lully FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2027,86.9,86.9,13.1,"Ménières FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2029,79.3,79.3,20.7,"Montagny FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2035,86.1,86.1,13.9,"Nuvilly FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2038,59.3,59.3,40.7,"Prévondavaux FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2041,83.2,83.2,16.8,"Saint-Aubin FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2043,74.7,74.7,25.3,"Sévaz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2044,72,72,28,"Surpierre FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2045,82.4,82.4,17.6,"Vallon FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2050,78.2,78.2,21.8,"Les Montets FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2051,82.5,82.5,17.5,"Delley-Portalban FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2053,79.5,79.5,20.5,"Belmont-Broye FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2054,79.9,79.9,20.1,"Estavayer FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2055,81.3,81.3,18.7,"Cheyres-Châbles FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2061,82.9,82.9,17.1,"Auboranges FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2063,78.3,78.3,21.7,"Billens-Hennens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2066,81.4,81.4,18.6,"Chapelle (Glâne) FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2067,67.1,67.1,32.9,"Le Châtelard FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2068,79.2,79.2,20.8,"Châtonnaye FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2072,86.7,86.7,13.3,"Ecublens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2079,75.6,75.6,24.4,"Grangettes FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2086,77.2,77.2,22.8,"Massonnens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2087,71,71,29,"Mézières FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2089,76.3,76.3,23.7,"Montet (Glâne) FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2096,84.1,84.1,15.9,"Romont FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2097,82.4,82.4,17.6,"Rue FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2099,76.7,76.7,23.3,"Siviriez FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2102,76.8,76.8,23.2,"Ursy FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2113,73.2,73.2,26.8,"Vuisternens-devant-Romont FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2114,78.5,78.5,21.5,"Villorsonnens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2115,77.3,77.3,22.7,"Torny FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2117,83.6,83.6,16.4,"Villaz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2121,78.1,78.1,21.9,"Haut-Intyamon FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2122,81.7,81.7,18.3,"Pont-en-Ogoz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2123,74.6,74.6,25.4,"Botterens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2124,81.4,81.4,18.6,"Broc FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2125,83.5,83.5,16.5,"Bulle FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2128,76,76,24,"Châtel-sur-Montsalvens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2129,79.8,79.8,20.2,"Corbières FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2130,76.9,76.9,23.1,"Crésuz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2131,83,83,17,"Echarlens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2134,83.4,83.4,16.6,"Grandvillard FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2135,84.8,84.8,15.2,"Greyerz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2137,82.8,82.8,17.2,"Hauteville FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2138,66.5,66.5,33.5,"Jaun FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2140,83.8,83.8,16.2,"Marsens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2143,86.1,86.1,13.9,"Morlon FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2145,81.1,81.1,18.9,"Le Pâquier FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2147,78,78,22,"Pont-la-Ville FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2148,82.1,82.1,17.9,"Riaz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2149,71.5,71.5,28.5,"La Roche FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2152,79.8,79.8,20.2,"Sâles FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2153,79.7,79.7,20.3,"Sorens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2155,78.7,78.7,21.3,"Vaulruz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2160,80.8,80.8,19.2,"Vuadens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2162,80.5,80.5,19.5,"Bas-Intyamon FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2163,77,77,23,"Val-de-Charmey FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2173,81.1,81.1,18.9,"Autigny FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2174,83.6,83.6,16.4,"Avry FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2175,82.5,82.5,17.5,"Belfaux FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2177,85.6,85.6,14.4,"Chénens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2183,83.7,83.7,16.3,"Corminboeuf FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2186,84.7,84.7,15.3,"Cottens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2194,85.7,85.7,14.3,"Ferpicloz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2196,81.4,81.4,18.6,"Freiburg FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2197,83.1,83.1,16.9,"Givisiez FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2198,83.4,83.4,16.6,"Granges-Paccot FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2200,84.7,84.7,15.3,"Grolley FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2206,84.5,84.5,15.5,"Marly FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2208,87,87,13,"Matran FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2211,87.2,87.2,12.8,"Neyruz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2216,86,86,14,"Pierrafortscha FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2217,83.3,83.3,16.7,"Ponthaux FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2220,82.5,82.5,17.5,"Le Mouret FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2226,83.5,83.5,16.5,"Treyvaux FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2228,84.3,84.3,15.7,"Villars-sur-Glâne FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2230,69,69,31,"Villarsel-sur-Marly FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2233,85.3,85.3,14.7,"Hauterive FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2234,85.4,85.4,14.6,"La Brillaz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2235,89.3,89.3,10.7,"La Sonnaz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2236,81.6,81.6,18.4,"Gibloux FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2237,82.8,82.8,17.2,"Prez FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2238,87.2,87.2,12.8,"Bois-d'Amont FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2250,82.4,82.4,17.6,"Gurwolf FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2254,81.2,81.2,18.8,"Courtepin FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2257,82.7,82.7,17.3,"Cressier FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2258,76.3,76.3,23.7,"Fräschels FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2261,71.2,71.2,28.8,"Greng FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2262,76.9,76.9,23.1,"Gurmels FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2265,78.2,78.2,21.8,"Kerzers FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2266,75.5,75.5,24.5,"Kleinbösingen FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2271,81.8,81.8,18.2,"Merlach FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2272,76.6,76.6,23.4,"Misery-Courtion FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2274,84.3,84.3,15.7,"Muntelier FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2275,79.1,79.1,20.9,"Murten FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2276,74.8,74.8,25.2,"Ried bei Kerzers FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2278,75.5,75.5,24.5,"Ulmiz FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2284,81.6,81.6,18.4,"Mont-Vully FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2292,76.8,76.8,23.2,"Brünisried FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2293,80.1,80.1,19.9,"Düdingen FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2294,71.2,71.2,28.8,"Giffers FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2295,78.9,78.9,21.1,"Bösingen FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2296,78.1,78.1,21.9,"Heitenried FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2299,68.1,68.1,31.9,"Plaffeien FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2300,71.4,71.4,28.6,"Plasselb FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2301,72.5,72.5,27.5,"Rechthalten FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2303,67.1,67.1,32.9,"St. Silvester FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2304,81.1,81.1,18.9,"St. Ursen FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2305,78.4,78.4,21.6,"Schmitten FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2306,77.4,77.4,22.6,"Tafers FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2307,72.8,72.8,27.2,"Tentlingen FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2308,76.8,76.8,23.2,"Ueberstorf FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2309,75.2,75.2,24.8,"Wünnewil-Flamatt FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2321,85.7,85.7,14.3,"Attalens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2323,79.6,79.6,20.4,"Bossonnens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2325,79.6,79.6,20.4,"Châtel-Saint-Denis FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2328,89.2,89.2,10.8,"Granges (Veveyse) FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2333,77.2,77.2,22.8,"Remaufens FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2335,81.1,81.1,18.9,"Saint-Martin FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2336,82.6,82.6,17.4,"Semsales FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2337,77.7,77.7,22.3,"Le Flon FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
2338,71.6,71.6,28.4,"La Verrerie FR","Die Resultate dieser Gemeinde sind noch nicht bekannt."
